CO|REG|A0076982|1003845|97760|T|35|31|9.0|N|127869.0|80|22|13.0|W|289333.0||
CO|REG|A0004514|1003882|97775|T|35|13|22.0|N|126802.0|82|32|56.0|W|297176.0||
CO|REG|A0004526|1003890|97777|T|30|1|22.0|N|108082.0|95|20|54.0|W|343254.0||
CO|REG|A0300052|1004166|97831|T|39|21|38.0|N|141698.0|87|47|31.0|W|316051.0||
CO|REG|A0005051|1004296|97867|T|40|5|27.0|N|144327.0|75|5|35.0|W|270335.0||
CO|REG|A0005054|1004298|97869|T|39|58|1.0|N|143881.0|75|17|45.0|W|271065.0||
CO|REG|A0005056|1004300|97870|T|40|5|31.0|N|144331.0|74|54|42.0|W|269682.0||
CO|REG|A0005061|1004304|97872|T|40|11|30.0|N|144690.0|74|49|25.0|W|269365.0||
CO|REG|A0005077|1004317|97875|T|35|42|28.0|N|128548.0|78|50|8.0|W|283808.0||
CO|REG|A0005086|1004323|97879|T|30|31|43.0|N|109903.0|84|28|35.0|W|304115.0||
CO|REG|A0005108|1004343|97880|T|28|10|28.0|N|101428.0|81|17|0.0|W|292620.0||
CO|REG|A0117860|1004374|97889|T|41|36|51.0|N|149811.0|93|41|7.0|W|337267.0||
CO|REG|A0077058|1004375|97890|T|41|31|35.0|N|149495.0|93|42|10.0|W|337330.0||
