SC|REG|A0834685|1011967|99301|04/12/1999|2|MEDIUM INTENSITY WHITE LIGHTS 24 HOURS.
SC|REG|A0187373|1011984|115879|01/16/1997|0|DOUBLE FITTING STEADY BURNING RED OBSTRUCTION LIGHT.
SC|REG|A1373463|1012032|115922|01/20/1997|0|MEDIUM INTENSITY LIGHTING SYSTEM.
SC|REG|A1150188|1012094|115973|01/15/1997|0|HIGH INTENSITY WHITE OBSTRUCTION LIGHTING.
SC|REG|A0995516|1012524|116286|01/27/1997|0|MEDIUM INTENSITY LIGHTING SYSTEM
SC|REG|A1280205|1012605|116349|01/28/1997|0|MEDIUM INTENSITY LIGHTING SYSTEM
SC|REG|A1075163|1012836|99584|04/20/1998|8|PARA 6 MODIFIED TO REQUIRE LIGHTS AT THE 2/3 LEVEL ONLY. PARA 15 MODIFIED
SC|REG|A1075163|1012836|99584|04/20/1998|9|TO REQUIRE LIGHTS AT THE 5/6 LEVEL ONLY. SHIELDING MUST BE PLACED ON THE
SC|REG|A1075163|1012836|99584|04/20/1998|10|UNDERSIDE OF THE LIGHTS TO AVOID INTERFERENCE WITH OBSERVATORY.
SC|REG|A1341860|1012971|99614|11/09/1998|4|MEDIUM INTENSITY WHITE LIGHTS.
SC|REG|A1341863|1012974|99617|11/09/1998|4|MEDIUM INTENSITY WHITE LIGHTS.
SC|REG|A1341864|1012975|99618|11/09/1998|4|MEDIUM INTENSITY WHITE LIGHTS.
SC|REG|A1344564|1013156|116600|02/03/1997|0|PARAGRAPH 12 MODIFIED TO REQUIRE SIDE LIGHTS AT THE 118', 235' AND 352'
SC|REG|A1344564|1013156|116600|02/03/1997|1|LEVELS.
SC|REG|A0816217|1013204|116644|02/05/1997|0|MEDIUM INTENSITY LIGHTING SYSTEM
SC|REG|A0016038|1013390|116807|02/07/1997|0|NO OBSTRUCTION MARKING AND LIGHTING REQUIRED DUE TO SHIELDING BY EXISTING
SC|REG|A0016038|1013390|116807|02/07/1997|1|TOWERS CHARTED AT 6176 FEET AMSL.
SC|REG|A0016275|1013592|116971|02/10/1997|0|NO OBSTRUCTION MARKING & LIGHTING NECESSARY PROVIDED NEARBY 320' AGL TOWER
SC|REG|A0016275|1013592|116971|02/10/1997|1|REMAINS MARKED AND LIGHTED.
SC|REG|A1128054|1013643|117010|02/17/1997|0|MEDIUM INTENSITY WHITE LIGHTS.
SC|REG|A1345281|1013912|117221|02/20/1997|0|DUAL LIGHTING:  MEDIUM INTENSITY WHITE LIGHTS, DAY; RED LIGHTS, NIGHT.
SC|REG|A0016882|1014093|117368|02/21/1997|0|HIGH INTENSITY WHITE OBSTRUCTION LIGHTS.
SC|REG|A1128044|1014169|117420|02/24/1997|0|DUAL LIGHTING:  MEDIUM INTENSITY WHITE LIGHTS, DAY & RED LIGHTS, NIGHT.
SC|REG|A1303725|1014672|117775|06/23/2009|0|24 HOUR MEDIUM INTENSITY LIGHTING SYSTEM
